"±âÁØ_³¯Â¥","ÇàÁ¤µ¿_ID","ÁöÇÏÃ¶_½Â°´_¼ö","ÁöÇÏÃ¶_½Â°´_¼ö_00½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_01½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_02½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_03½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_04½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_05½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_06½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_07½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_08½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_09½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_10½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_11½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_12½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_13½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_14½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_15½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_16½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_17½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_18½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_19½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_20½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_21½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_22½Ã","ÁöÇÏÃ¶_½Â°´_¼ö_23½Ã"
"20260620","11200530","18418","0","0","0","0","1","294","452","706","1188","1382","1479","1686","1536","1427","1296","1207","1290","1175","886","629","530","541","433","280"
"20260620","11200520","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11190760","14749","3","0","0","0","1","107","222","291","450","630","736","657","930","985","1070","1134","1206","1126","903","819","960","1054","924","541"
"20260620","11190750","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11190740","9553","0","0","0","0","1","61","118","180","383","425","463","558","603","660","733","792","881","870","799","646","476","440","312","152"
"20260620","11190730","23536","2","0","0","0","49","219","175","338","622","790","988","1228","1418","1458","1497","1986","2141","2034","2010","1611","1738","1638","1133","461"
"20260620","11190720","27257","1","0","0","0","20","1081","853","1285","2139","2234","1958","1761","2101","1825","1802","1769","1677","1492","1285","1069","1024","774","684","423"
"20260620","11190710","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11190700","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11190690","9524","1","0","0","0","6","163","206","333","488","670","743","764","882","835","699","734","700","722","419","387","291","229","170","82"
"20260620","11190680","9255","1","0","0","0","10","296","266","445","690","788","767","653","722","650","627","632","650","616","394","288","272","235","173","80"
"20260620","11190670","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11190660","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11190650","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11190630","8619","2","0","0","0","15","162","264","329","611","632","742","680","642","719","531","535","522","495","416","492","256","251","205","118"
"20260620","11190620","4522","0","0","0","0","0","64","97","140","234","298","333","367","318","372","342","344","368","298","250","180","203","160","120","34"
"20260620","11190610","4705","0","0","0","0","0","64","113","173","288","351","362","329","536","395","324","318","322","309","232","192","143","114","92","48"
"20260620","11190560","29394","4","0","0","0","2","392","554","810","1422","1762","2069","2069","2442","2297","2313","2245","2217","2063","1493","1275","1203","1170","1079","513"
"20260620","11190550","18492","2","0","0","0","2","162","263","413","722","884","877","1158","1396","1447","1498","1528","1629","1430","1214","1035","930","844","720","338"
"20260620","11190540","52337","0","0","0","0","8","257","379","521","892","1305","1709","2144","2837","3054","3537","4383","5637","5120","4516","4213","4895","3723","2370","837"
"20260620","11180610","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11180600","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11180590","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11180580","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11180570","4116","0","0","0","0","2","116","126","218","292","376","362","396","364","313","271","328","243","220","153","90","89","95","54","8"
"20260620","11180550","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11180540","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11180530","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11180520","5266","1","0","0","0","1","92","145","259","360","392","499","496","469","426","339","410","364","321","200","183","112","88","88","21"
"20260620","11180510","18241","2","0","0","0","18","233","325","464","783","832","918","1037","1241","1303","1344","1479","1583","1715","1415","1023","876","874","539","237"
"20260620","11170740","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11170730","7630","0","0","0","0","2","186","258","480","667","697","686","674","681","568","511","508","427","411","295","169","143","138","93","36"
"20260620","11170720","10763","0","0","0","0","20","290","373","598","754","807","1018","929","934","812","768","700","734","523","364","298","340","237","190","74"
"20260620","11170710","5425","0","0","0","0","2","80","81","138","194","223","236","230","337","186","149","197","187","153","140","508","2073","132","130","49"
"20260620","11170700","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11170690","8299","2","0","0","0","8","269","300","550","736","724","704","662","660","600","460","464","554","510","305","223","185","197","116","70"
"20260620","11170670","4894","0","0","0","0","3","187","144","298","419","479","446","444","439","370","305","272","247","228","216","119","98","93","76","11"
"20260620","11170650","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11170640","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11170620","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11170610","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11170560","6925","0","0","0","0","123","277","158","254","350","421","444","421","457","527","521","545","468","440","356","323","349","279","152","60"
"20260620","11170550","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11170540","46759","0","0","0","0","14","1300","1456","2049","3279","3672","3152","3219","3732","3340","2990","3048","3265","3194","2372","1795","1642","1414","1208","618"
"20260620","11170520","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11170510","47439","9","0","0","0","108","883","834","1205","1899","2321","2491","2751","3084","3628","3724","3765","3918","3945","2867","2477","2648","2103","1973","806"
"20260620","11160740","17636","1","0","0","0","1","99","173","345","515","627","781","1115","1295","1504","1466","1704","1492","1360","1104","930","961","927","874","362"
"20260620","11160730","43595","6","0","0","0","26","1152","1455","2314","3684","3979","3735","3639","3668","3355","2804","2596","2654","2210","1716","1258","1183","1013","799","349"
"20260620","11160720","5393","0","0","0","0","2","133","184","269","410","492","416","464","615","381","357","372","344","275","190","178","117","94","71","29"
"20260620","11160710","35552","20","0","0","0","1","305","489","803","1362","1497","1967","2443","2229","2570","2944","2940","2673","2846","2573","1963","1945","1786","1608","588"
"20260620","11160700","12656","24","0","0","0","0","193","267","418","652","660","789","764","826","865","800","1040","932","805","731","1027","710","632","376","145"
"20260620","11160690","7555","1","0","0","0","1","174","220","319","524","610","611","621","642","535","471","492","514","477","361","269","280","199","164","70"
"20260620","11160670","11533","0","0","0","0","0","150","248","504","751","902","1001","1110","1033","1039","968","803","760","706","508","331","237","224","191","67"
"20260620","11160660","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11160650","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11160640","30260","1","0","0","0","3","329","480","789","1243","1397","1641","1774","2098","2299","2408","2659","2544","2320","1978","1695","1452","1564","1170","416"
"20260620","11160630","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11160610","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11160590","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11160580","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11160570","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11160550","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11160540","16020","0","0","0","0","0","353","392","684","1085","1263","1284","1331","1366","1303","1158","1117","1146","1007","647","460","613","406","310","95"
"20260620","11160530","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11160520","4057","0","0","0","0","0","76","112","168","250","358","348","368","405","327","296","283","277","247","147","116","104","97","56","22"
"20260620","11160510","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11150720","9886","0","0","0","0","2","271","384","545","842","985","871","864","892","737","634","609","576","521","380","219","192","172","127","63"
"20260620","11150710","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11150700","4829","0","0","0","0","0","126","139","265","385","366","432","423","573","376","323","298","332","278","199","109","80","58","44","23"
"20260620","11150690","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11150660","7290","0","0","0","0","2","174","247","350","515","597","645","634","685","599","511","500","486","384","250","231","180","134","114","52"
"20260620","11150650","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11150640","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11150630","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11150620","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11150610","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11150600","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11150590","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11150580","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11150570","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11150540","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11150530","8895","0","0","0","0","1","138","260","329","603","714","730","906","778","705","653","650","646","506","382","267","210","185","162","70"
"20260620","11150520","16685","0","0","0","0","1","410","485","776","1180","1386","1478","1470","1581","1300","1124","1114","1138","976","648","427","413","390","287","101"
"20260620","11150510","28664","1","0","0","0","1","334","516","826","1285","1449","1742","1920","2284","2299","2190","1948","2363","2252","1693","1368","1546","1196","1054","397"
"20260620","11140780","13404","1","0","0","0","0","166","327","448","709","1011","1030","1209","1192","1238","1005","1065","1006","851","623","450","382","338","261","92"
"20260620","11140770","28085","8","0","0","0","3","271","353","555","939","1319","1644","1807","1997","2182","2246","2292","2369","2074","1706","1423","1451","1567","1213","666"
"20260620","11140760","18204","1","0","0","0","8","443","499","434","567","764","923","968","1145","1187","1054","1193","1305","1313","1113","866","1043","1177","1338","863"
"20260620","11140750","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11140740","19875","64","0","0","0","5","265","461","668","1033","1211","1270","1308","1354","1483","1352","1455","1539","1322","1138","873","887","1215","592","380"
"20260620","11140730","19600","0","0","0","0","3","205","310","472","813","1096","1231","1170","1201","1142","1189","1235","1401","1431","1076","824","1201","2893","519","188"
"20260620","11140720","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11140710","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11140700","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11140690","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11140680","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11140660","167788","248","0","0","0","75","2022","1815","2126","3250","4120","5503","6722","8324","10202","11647","12489","12534","13031","12173","11249","12727","14682","14749","8100"
"20260620","11140630","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11140610","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11140600","21781","1","0","0","0","0","148","324","459","861","1049","1360","1480","1731","1709","1717","1530","1775","1910","1553","982","1035","962","836","359"
"20260620","11140590","9310","0","0","0","0","0","71","168","219","366","550","635","767","738","787","703","644","665","628","545","400","413","439","401","171"
"20260620","11130760","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11130750","36500","0","0","0","0","4","276","307","392","777","1160","1570","1999","2533","2751","2621","2770","2912","2915","2556","2202","2892","2358","2233","1272"
"20260620","11130740","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11130730","18334","0","0","0","0","3","197","326","494","773","995","1139","1246","1575","1494","1489","1613","1548","1508","1179","804","695","655","429","172"
"20260620","11130720","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11130710","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11130700","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11130690","2502","0","0","0","0","0","27","63","124","143","193","219","238","261","180","208","199","174","140","88","57","56","60","52","20"
"20260620","11130680","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11130660","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11130650","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11130640","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11130620","17756","0","0","0","0","5","264","470","748","1253","1414","1574","1597","1547","1410","1300","1291","1308","1063","802","525","485","353","242","105"
"20260620","11130520","6561","0","0","0","0","6","124","115","200","324","484","529","539","620","607","596","513","521","410","326","183","188","169","72","35"
"20260620","11120740","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11120730","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11120720","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11120710","17144","1","0","0","0","3","274","403","712","1110","1139","1140","1249","1305","1181","1195","1383","1392","1167","909","860","655","558","414","94"
"20260620","11120680","917","0","0","0","0","0","11","26","42","65","75","94","69","89","51","69","75","87","58","32","25","16","19","10","4"
"20260620","11120670","7302","0","0","0","0","1","169","234","329","570","655","608","616","644","549","532","477","470","414","332","212","187","141","107","55"
"20260620","11120660","9532","0","0","0","0","2","257","333","507","700","836","820","755","1063","665","619","568","613","514","436","287","217","176","123","41"
"20260620","11120650","13632","0","0","0","0","5","299","423","643","1043","1114","1187","1177","1145","1058","1009","895","856","737","584","416","365","299","264","113"
"20260620","11120600","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11120590","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11120580","23901","68","0","0","0","2","336","588","809","1339","1642","1525","1625","1781","1828","1779","1735","2023","1660","1349","1024","896","916","604","372"
"20260620","11120570","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11120560","6383","0","0","0","0","1","138","192","330","513","538","536","551","551","488","451","383","423","398","250","181","164","150","101","44"
"20260620","11120550","31102","8","0","0","0","9","579","836","1303","2135","2303","2319","2509","2594","2365","2171","2008","2134","1848","1542","1141","1034","950","908","406"
"20260620","11120520","1924","0","0","0","0","0","53","65","107","166","199","176","169","205","132","111","114","120","94","75","38","36","35","18","11"
"20260620","11120510","14333","0","0","0","0","1","282","493","734","1159","1356","1291","1282","1253","1199","1021","941","921","684","487","325","349","297","191","67"
"20260620","11110790","21684","2","0","0","0","4","446","497","831","1357","1401","1510","1546","1875","1641","1557","1509","1687","1448","1055","897","843","690","583","305"
"20260620","11110780","10032","0","0","0","0","2","244","342","567","878","904","830","932","896","728","549","619","661","540","371","262","231","216","191","69"
"20260620","11110770","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11110760","7451","0","0","0","0","1","168","271","460","650","720","620","571","618","513","466","463","524","401","307","196","201","156","109","36"
"20260620","11110740","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11110730","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11110720","10395","3","0","0","0","1","256","364","681","964","895","907","943","1176","733","607","652","630","503","372","246","181","128","102","51"
"20260620","11110690","15347","0","0","0","0","1","369","495","825","1120","1153","1276","1203","1244","1141","1003","912","1017","937","790","481","461","440","374","105"
"20260620","11110660","34869","17","0","0","0","6","493","660","1046","1608","1678","1928","2176","2614","2745","2728","2732","2696","2462","2013","1723","1872","1574","1382","716"
"20260620","11110650","10212","1","0","0","0","6","219","322","532","847","845","828","742","743","726","717","784","645","594","432","369","330","285","178","67"
"20260620","11110640","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11110610","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11110600","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11110590","13507","0","0","0","0","2","220","364","623","942","1006","935","1016","1113","1031","942","983","1138","913","683","459","385","356","294","102"
"20260620","11110580","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11110560","7445","0","0","0","0","0","138","219","401","621","604","614","612","827","646","505","488","539","400","247","165","130","135","108","46"
"20260620","11110530","4310","1","0","0","0","31","120","152","222","338","312","333","363","353","335","319","259","285","257","174","129","119","119","70","19"
"20260620","11110520","2982","1","0","0","0","8","69","91","175","213","240","256","274","258","219","229","193","203","172","125","75","85","54","34","8"
"20260620","11110510","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11100650","13192","8","0","0","0","18","359","409","697","1124","1025","1083","1046","1109","887","965","957","1037","699","549","429","303","264","151","73"
"20260620","11100640","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11100630","22845","21","0","0","0","17","398","507","803","1311","1479","1480","1590","1778","1625","1615","1651","1816","1659","1640","1004","845","752","591","263"
"20260620","11100620","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11100610","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11100600","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11100590","25352","1","0","0","0","14","636","963","1471","2213","2296","2286","2134","2199","1793","1629","1504","1539","1348","928","744","597","525","357","175"
"20260620","11100570","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11100560","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11100550","4489","3","0","0","0","10","153","150","247","379","365","347","396","414","315","274","325","267","214","161","169","113","80","76","31"
"20260620","11100540","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11100530","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11100520","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11100510","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11090750","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11090740","7162","0","0","0","0","1","123","196","340","527","530","499","529","553","554","553","591","525","517","357","272","229","122","104","40"
"20260620","11090730","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11090720","22152","0","0","0","0","1","384","597","841","1401","1684","1581","1613","1938","1771","1585","1586","1617","1318","1108","851","1028","603","409","236"
"20260620","11090710","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11090700","12745","0","0","0","0","3","280","412","566","913","1036","942","966","1072","967","875","835","879","742","502","446","619","382","216","92"
"20260620","11090690","8466","0","0","0","0","0","141","260","422","723","811","745","847","729","730","549","557","494","429","335","235","192","107","116","44"
"20260620","11090650","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11090640","3373","0","0","0","0","0","69","120","199","304","308","270","292","285","264","221","230","243","171","105","97","73","55","40","27"
"20260620","11090630","2782","0","0","0","0","0","63","78","139","278","216","230","228","204","206","202","191","180","149","161","90","56","51","39","21"
"20260620","11090620","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11090610","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11090600","28843","0","0","0","0","6","541","890","1293","2111","2349","2075","2099","2162","2211","1936","1839","1971","1722","1455","1093","988","940","784","378"
"20260620","11080850","13662","0","0","0","0","67","288","387","659","1071","1083","1113","1075","1179","1009","960","852","1018","790","509","353","402","339","336","172"
"20260620","11080840","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11080830","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11080820","35390","0","0","0","0","4","342","682","935","1542","2005","2149","2392","2648","2615","2629","2619","2599","2698","2239","1646","1736","1811","1371","728"
"20260620","11080810","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11080780","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11080770","8446","0","0","0","0","0","198","279","460","698","750","700","621","683","651","578","474","625","475","383","255","206","169","159","82"
"20260620","11080760","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11080720","12534","0","0","0","0","2","315","360","546","964","1010","1036","1052","1124","860","882","857","829","781","565","388","340","294","218","111"
"20260620","11080710","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11080680","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11080660","15766","0","0","0","0","0","235","433","698","1120","1271","1316","1341","1312","1340","1144","1105","1139","941","734","475","424","343","293","102"
"20260620","11080650","4909","0","0","0","0","0","58","124","234","370","446","436","442","397","394","319","322","349","299","216","164","128","86","77","48"
"20260620","11080640","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11080630","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11080620","3808","0","0","0","0","0","52","83","148","261","351","368","360","310","305","295","284","257","209","152","117","88","86","58","24"
"20260620","11080610","7755","0","0","0","0","2","110","179","265","527","584","541","692","572","574","541","534","543","463","374","344","303","247","223","137"
"20260620","11080600","10554","0","0","0","0","0","83","71","181","243","317","361","568","641","711","586","638","695","953","537","367","1799","909","531","363"
"20260620","11080590","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11080580","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11070730","2367","0","0","0","0","3","60","80","150","202","161","174","189","216","194","169","174","133","156","82","58","45","42","54","25"
"20260620","11070720","12786","0","0","0","0","1","303","432","595","1037","1095","1023","990","1027","926","870","859","816","722","480","462","379","341","282","146"
"20260620","11070710","11464","1","0","0","0","0","307","484","643","1039","989","979","848","887","815","709","735","776","669","432","358","265","267","177","84"
"20260620","11070700","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11070690","5362","0","0","0","0","2","153","185","340","457","466","472","430","433","426","357","357","364","290","197","150","90","84","69","40"
"20260620","11070680","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11070650","8420","0","0","0","0","3","185","250","366","709","674","711","661","645","629","585","520","603","485","415","248","269","228","160","74"
"20260620","11070640","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11070620","11027","2","0","0","0","5","301","352","592","989","916","923","906","849","744","736","626","740","587","485","387","345","260","193","89"
"20260620","11070610","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11070600","17725","5","0","0","0","13","358","472","693","1178","1192","1163","1331","1320","1203","1153","1199","1283","1141","850","792","753","736","573","317"
"20260620","11070590","2823","0","0","0","0","2","107","96","188","235","205","219","252","244","215","196","181","184","162","88","77","63","54","41","14"
"20260620","11070570","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11070550","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11070540","4243","0","0","0","0","0","111","165","318","403","422","314","327","346","287","259","255","254","228","172","122","98","79","50","33"
"20260620","11070520","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11060910","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11060900","4362","1","0","0","0","26","144","164","240","440","471","408","350","353","354","262","243","284","196","155","80","61","61","40","29"
"20260620","11060890","6864","1","0","0","0","9","94","149","242","444","487","498","549","517","495","479","471","486","404","264","215","499","284","193","84"
"20260620","11060880","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11060870","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11060860","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11060840","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11060830","33646","5","0","0","0","39","430","451","680","1382","1726","2237","2536","3024","2687","2934","2693","2968","2747","1971","1594","1572","1083","616","271"
"20260620","11060820","6767","3","0","0","0","0","111","155","234","406","400","407","495","477","527","522","554","514","480","353","261","296","273","197","102"
"20260620","11060810","31053","7","0","0","0","28","392","529","736","1256","1680","2010","2345","2500","2521","2649","2725","2602","2493","2236","1428","1191","819","638","268"
"20260620","11060800","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11060730","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11060720","16112","1","0","0","0","21","197","304","523","883","1068","1140","1120","1249","1234","1347","1194","1240","1071","676","494","881","692","570","207"
"20260620","11060710","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11050670","7746","0","0","0","0","0","109","172","278","417","525","670","605","562","407","373","393","451","522","497","360","333","377","432","263"
"20260620","11050660","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11050650","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11050640","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11050630","8780","0","0","0","0","1","96","161","280","439","479","568","662","677","646","589","651","729","718","517","297","289","531","367","83"
"20260620","11050620","26191","0","0","0","0","1","144","281","574","1385","1960","2630","2407","2292","2220","1762","1927","1935","1864","1379","1124","846","764","539","157"
"20260620","11050610","11818","0","0","0","0","0","187","332","475","767","804","815","864","882","919","910","888","908","782","624","428","424","413","274","122"
"20260620","11050600","22660","0","0","0","0","2","341","555","776","1316","1674","1657","1533","1669","1804","1658","1574","1777","1530","1278","927","817","832","658","282"
"20260620","11050590","34493","4","0","0","0","4","521","659","956","1860","2179","1965","2196","2517","2396","2612","2303","2576","2381","1967","1595","1724","1700","1428","950"
"20260620","11050580","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11050570","7293","2","0","0","0","0","130","228","355","623","645","590","561","574","573","485","438","477","435","326","277","184","187","139","64"
"20260620","11050560","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11050550","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11050540","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11050530","50668","1","0","0","0","16","615","727","887","1547","2028","2117","2365","3017","3238","3499","3561","3979","3954","3305","3099","3611","3606","3462","2034"
"20260620","11040730","7462","2","0","0","0","0","67","132","195","340","503","556","567","613","595","552","544","581","625","457","285","279","271","216","82"
"20260620","11040720","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11040710","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11040700","26381","2","0","0","0","4","453","695","1015","1741","2116","1965","2016","2000","1911","1739","2011","2030","1684","1434","1236","823","733","538","235"
"20260620","11040690","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11040680","48451","2","0","0","0","1","132","196","248","435","566","766","1046","1690","2547","3150","4018","4895","5330","5208","4840","5014","4461","3007","899"
"20260620","11040670","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260620","11040660","17237","0","0","0","0","1","107","199","218","354","458","562","727","1053","1133","1310","1406","1526","1637","1498","1388","1420","1278","693","269"
"20260620","11040650","5419","0","0","0","0","0","52","60","86","155","211","195","241","325","443","449","489","507","555","425","387","329","292","166","52"
"20260620","11040620","6216","0","0","0","0","2","97","159","240","440","509","534","581","520","467","439","439","382","391","305","187","185","137","140","62"
"20260620","11040590","4489","0","0","0","0","3","82","128","174","287","333","373","417","367","384","321","285","320","260","231","157","125","114","87","41"
"20260620","11040580","679","0","0","0","0","0","9","19","31","50","67","73","63","64","58","39","29","59","47","26","11","5","17","7","5"
"20260620","11040570","6135","0","0","0","0","0","89","184","223","444","514","519","555","527","710","463","410","395","354","235","134","128","125","89","37"
"20260620","11040560","28600","17","0","0","0","24","308","321","509","925","1209","1292","1678","2167","2278","2179","2149","2480","2219","1736","1404","1578","1676","1653","798"
"20260620","11040550","9064","0","0","0","0","0","124","154","154","325","403","474","1057","962","681","584","732","675","780","588","356","323","279","256","157"
"20260620","11040540","4636","0","0","0","0","0","58","108","175","254","307","375","363","491","326","329","316","345","287","191","204","177","165","112","53"
"20260620","11040520","11187","0","0","0","0","1","137","258","340","688","869","859","926","957","884","870","781","843","716","548","456","360","337","266","91"
"20260620","11030740","10635","1","0","0","0","4","47","51","82","112","135","147","260","391","500","628","764","997","1409","1159","839","1020","1034","915","140"
